gene_id	transcript_id(s)	Control-1A	Control-2A	Control-3A	NB29-1A	NB29-2A	NB29-3A
MSTRG.3300	transcript10137	257.00	294.00	434.00	236.00	255.00	271.00
MSTRG.3301	transcript10138	378.00	188.00	306.00	234.00	193.00	218.00
MSTRG.3302	transcript10139	28.00	27.00	40.00	11.00	18.00	21.00
MSTRG.3303	transcript10140	2339.00	1507.00	2627.00	8774.00	8485.00	7522.00
MSTRG.3304	transcript10141	1948.00	820.00	1007.00	12353.00	11554.00	13731.00
MSTRG.3305	transcript10142	8.00	15.00	12.00	124.00	217.00	213.00
MSTRG.3306	transcript10143	437.00	290.00	457.00	190.00	155.00	168.00
MSTRG.3307	transcript10146	602.00	577.00	731.00	283.00	230.00	312.00
MSTRG.3308	transcript10149	22.00	21.00	76.00	29.00	8.00	19.00
MSTRG.3309	transcript10150,transcript10151	582.00	632.00	1116.00	802.00	787.00	1044.00
MSTRG.331	transcript1602	732.00	456.00	687.00	826.00	632.00	703.00
MSTRG.3310	transcript10152,transcript10153	203.00	161.00	207.00	184.00	171.00	183.00
MSTRG.3311	transcript10154	3.00	3.00	8.00	24.00	32.00	40.00
MSTRG.3312	transcript10155	3660.00	3301.00	3523.00	5408.00	4994.00	6097.00
MSTRG.3313	transcript10156	33544.00	93153.00	43545.00	1306.00	1577.00	605.00
MSTRG.3314	transcript10158	57.00	69.00	93.00	26.00	20.00	32.00
MSTRG.3315	transcript10159,transcript10160	194.00	196.00	296.00	168.00	153.00	197.00
MSTRG.3316	transcript10163,transcript10164	1880.00	1418.00	1845.00	634.00	519.00	504.00
MSTRG.3317	transcript10170	18.00	0.00	1.00	120.00	103.00	121.00
MSTRG.3318	transcript10171	133.00	117.00	48.00	112.00	121.00	174.00
MSTRG.3319	transcript10191,transcript10192	184.00	159.00	228.00	243.00	226.00	270.00
MSTRG.332	transcript1603	2.00	1.00	1.00	2.00	4.00	4.00
MSTRG.3320	transcript10194	200.00	173.61	158.81	31.54	28.00	19.00
MSTRG.3321	transcript10198	3131.00	1371.00	2243.00	2683.00	1942.00	2055.00
MSTRG.3322	transcript10200	870.00	1234.00	1511.00	131.00	145.00	171.00
MSTRG.3323	transcript10202	232.00	183.00	204.00	114.00	118.00	105.00
MSTRG.3324	transcript10207	242.00	223.00	240.00	934.00	1017.00	676.00
MSTRG.3325	transcript10208	2152.00	1701.00	3014.00	1198.00	1194.00	1554.00
MSTRG.3326	transcript10210	127.00	82.00	116.00	43.00	42.00	58.00
MSTRG.3327	transcript10213	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.3328	transcript10214,transcript10215	518.00	465.00	693.00	594.00	468.00	557.00
MSTRG.3329	transcript10216,transcript10217,transcript10218	1596.00	552.00	1639.00	7138.00	6687.00	6366.00
MSTRG.333	transcript1604,transcript1605	916.00	630.00	1294.00	702.00	631.00	862.00
MSTRG.3330	transcript10220	886.00	782.00	1158.00	1143.00	1338.00	1522.00
MSTRG.3331	transcript10224	214.00	143.00	220.00	116.00	106.00	111.00
MSTRG.3332	transcript10226	14.00	6.00	6.00	9.00	9.00	14.00
MSTRG.3333	transcript10227	326.00	142.00	250.00	322.00	237.00	263.00
MSTRG.3334	transcript10231	1328.00	1068.00	1389.00	1766.00	1490.00	1848.00
MSTRG.3335	transcript10232	309.00	202.00	167.00	276.00	221.00	186.00
MSTRG.3336	transcript10233	8.00	12.00	10.00	18.00	18.00	10.00
MSTRG.3337	transcript10238	22.53	1.31	3.00	4129.86	4470.34	1890.27
MSTRG.3338	transcript10240	27.00	25.00	38.00	133.00	128.00	162.00
MSTRG.3339	transcript10243	58.47	11.69	43.00	2677.14	2654.66	1335.73
MSTRG.334	transcript1606	275.00	204.00	307.00	575.00	398.00	508.00
MSTRG.3340	transcript10244	40.00	21.00	47.00	31.00	28.00	51.00
MSTRG.3341	transcript10248	677.00	594.00	802.00	485.00	447.00	633.00
MSTRG.3342	transcript10249	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.3343	transcript10254	599.00	392.00	685.00	246.00	186.00	265.00
MSTRG.3344	transcript10256	41.00	30.00	41.00	24.00	16.00	21.00
MSTRG.3345	transcript10257	119.00	112.00	219.00	82.00	57.00	77.00
MSTRG.3346	transcript10261	639.00	557.00	793.00	422.00	426.00	644.00
MSTRG.3347	transcript10263	11334.00	10390.00	17121.00	5531.00	4575.00	6963.00
MSTRG.3348	transcript10266,transcript10267	1331.00	899.00	595.00	48.00	43.00	37.00
MSTRG.3349	transcript10268	147.00	88.00	108.00	13.00	14.00	13.00
MSTRG.335	transcript1608,transcript1609,transcript1610	191.32	99.63	268.70	121.69	81.14	112.44
MSTRG.3350	transcript10274,transcript10275,transcript10276	5360.00	3675.00	5793.00	7259.00	5717.00	7350.00
MSTRG.3351	transcript10277	1777.00	1590.00	3401.00	932.00	905.00	959.00
MSTRG.3352	transcript10279	197.00	171.00	266.00	917.00	1118.00	1015.00
MSTRG.3353	transcript10280,transcript10281	448.00	342.00	411.00	155.00	131.00	128.00
MSTRG.3354	transcript10284	67.00	21.00	28.00	23.00	21.00	14.00
MSTRG.3355	transcript10285	828.00	454.00	651.00	49.00	47.00	41.00
MSTRG.3356	transcript10286	776.00	635.00	978.00	648.00	555.00	685.00
MSTRG.3357	transcript10287	1505.00	1083.00	1824.00	255.00	223.00	236.00
MSTRG.3358	transcript10291	23.00	40.00	36.00	152.00	127.00	213.00
MSTRG.3359	transcript10292	943.00	908.00	1077.00	2114.00	2815.00	2012.00
MSTRG.336	transcript1612	0.00	0.00	0.00	104.79	144.25	66.84
MSTRG.3360	transcript10294,transcript10295	1576.00	590.00	779.00	82.00	90.00	77.00
MSTRG.3361	transcript10301,transcript10302	1027.00	772.00	994.00	2369.00	2494.00	2121.00
MSTRG.3362	transcript10303	612.00	701.00	1086.00	557.00	566.00	797.00
MSTRG.3363	transcript10305	13.00	12.00	13.00	11.00	15.00	10.00
MSTRG.3364	transcript10315	1515.00	994.00	1666.00	592.00	588.00	573.00
MSTRG.3365	transcript10316	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.3366	transcript10317	68.00	52.00	49.00	29.00	8.00	6.00
MSTRG.3367	transcript10318	6.00	11.00	11.00	7.00	4.00	5.00
MSTRG.3368	transcript10319	1.00	2.00	0.00	2.00	0.00	2.00
MSTRG.3369	transcript10321	4125.00	1947.00	2312.00	355.00	330.00	286.00
MSTRG.337	transcript1613,transcript1614	396.68	217.37	427.30	199.31	215.86	282.56
MSTRG.3370	transcript10326	928.00	664.00	988.00	1967.00	1617.00	1851.00
MSTRG.3371	transcript10332	0.00	0.00	0.00	1289.00	1597.00	827.00
MSTRG.3372	transcript10334	301.00	239.00	350.00	365.00	317.00	388.00
MSTRG.3373	transcript10336	171.00	145.00	200.00	251.00	385.00	462.00
MSTRG.3374	transcript10339	259.00	167.00	196.00	53.00	72.00	64.00
MSTRG.3375	transcript10340	12.00	0.00	8.00	194.00	318.00	140.00
MSTRG.3376	transcript10343	901.00	438.00	799.00	4234.00	3602.00	3628.00
MSTRG.3377	transcript10345	132.00	117.00	174.00	201.00	245.00	255.00
MSTRG.3378	transcript10346	2063.00	1808.00	1404.00	217.00	168.00	103.00
MSTRG.3379	transcript10348	24.00	23.00	32.00	217.00	179.00	369.00
MSTRG.338	transcript1617	191.06	123.05	158.86	35.93	33.16	44.40
MSTRG.3380	transcript10349	1318.00	1254.00	1065.00	183.00	160.00	134.00
MSTRG.3381	transcript10350	26.00	23.00	28.00	8.00	6.00	3.00
MSTRG.3382	transcript10352	329.00	261.00	374.00	250.00	182.00	259.00
MSTRG.3383	transcript10353,transcript10354	324.00	300.00	287.00	257.00	211.00	192.00
MSTRG.3384	transcript10356,transcript10357,transcript10358	3252.00	2316.00	3486.00	6286.00	4969.00	6227.00
MSTRG.3385	transcript10362	312.00	177.00	278.00	352.00	297.00	397.00
MSTRG.3386	transcript10363	0.00	8.00	4.00	185.00	147.00	253.00
MSTRG.3387	transcript10366	505.00	434.00	859.00	788.00	698.00	903.00
MSTRG.3388	transcript10367	2.00	2.00	1.00	0.00	0.00	0.00
MSTRG.3389	transcript10369	417.00	273.00	505.00	371.00	388.00	517.00
MSTRG.339	transcript1620	217.00	234.00	310.00	168.00	142.00	204.00
MSTRG.3390	transcript10371	2364.00	2140.00	3357.00	3000.00	2972.00	3650.00
MSTRG.3391	transcript10373,transcript10374	351.00	288.00	470.00	194.00	179.00	217.00
MSTRG.3392	transcript10377	23.00	5.00	33.00	73.00	155.00	177.00
MSTRG.3393	transcript10378	1379.00	1051.00	1801.00	1159.00	1018.00	1158.00
MSTRG.3394	transcript10380	1521.00	1960.00	2401.00	182.00	180.00	302.00
MSTRG.3395	transcript10381	856.00	573.00	780.00	746.00	925.00	791.00
MSTRG.3396	transcript10382	46.00	36.00	26.00	29.00	9.00	21.00
MSTRG.3397	transcript10384	198.00	102.00	163.00	194.00	173.00	219.00
MSTRG.3398	transcript10387	2701.00	1962.00	2479.00	1099.00	1020.00	1150.00
MSTRG.3399	transcript10390	7167.00	44474.00	13928.00	241.00	310.00	140.00
MSTRG.34	transcript256,transcript257,transcript258	500.00	363.00	511.00	703.00	770.00	779.00
MSTRG.340	transcript1622,transcript1623	100.00	117.00	105.00	869.00	762.00	516.00
MSTRG.3400	transcript10394,transcript10395	68.00	20.00	47.00	325.00	403.00	373.00
MSTRG.3401	transcript10400	744.00	644.00	766.00	128.00	74.00	63.00
MSTRG.3402	transcript10405	40784.00	97191.00	41974.00	1644.00	2003.00	517.00
MSTRG.3403	transcript10406	13879.00	13086.00	12152.00	5981.00	6491.00	7630.00
MSTRG.3404	transcript10408	843.00	678.00	1093.00	667.00	602.00	720.00
MSTRG.3405	transcript10412	28.00	57.00	51.00	10.00	14.00	9.00
MSTRG.3406	transcript10417	151.00	98.00	200.00	141.00	203.00	231.00
MSTRG.3407	transcript10420	886.00	616.00	853.00	412.00	437.00	447.00
MSTRG.3408	transcript10421	49.00	95.00	89.00	124.00	74.00	54.00
MSTRG.3409	transcript10422,transcript10423	27.00	18.00	22.00	5.00	6.00	13.00
MSTRG.341	transcript1624	1160.00	985.00	1155.00	955.00	789.00	953.00
MSTRG.3410	transcript10427,transcript10428	864.00	575.00	1306.00	1119.00	984.00	1224.00
MSTRG.3411	transcript10433,transcript10434	1019.00	537.00	686.00	343.00	299.00	332.00
MSTRG.3412	transcript10436	633.00	435.00	719.00	473.00	368.00	414.00
MSTRG.3413	transcript10441,transcript10442	706.00	669.00	4566.00	292.00	316.00	647.00
MSTRG.3414	transcript10444	121.00	64.00	110.00	157.00	204.00	206.00
MSTRG.3415	transcript10445	45699.00	42161.00	47377.00	7541.00	7284.00	5057.00
MSTRG.3416	transcript10446,transcript10447,transcript10448	2527.00	2001.00	2656.00	2380.00	2319.00	2456.00
MSTRG.3417	transcript10449	532.00	429.00	687.00	315.00	263.00	350.00
MSTRG.3418	transcript10456,transcript10457	6235.00	4030.00	5805.00	7397.00	6018.00	6470.00
MSTRG.3419	transcript10459	830.10	614.88	1255.31	1253.03	983.04	1309.71
MSTRG.342	transcript1627	748.00	594.00	1171.00	1399.00	1345.00	1479.00
MSTRG.3420	transcript10461	175.90	164.12	302.69	261.97	203.96	316.29
MSTRG.3421	transcript10464	9.34	1.99	18.18	42.32	35.69	78.89
MSTRG.3422	transcript10473	20093.63	17323.02	26397.74	15242.51	12713.64	13657.83
MSTRG.3423	transcript10478	180.69	169.78	329.36	159.91	138.68	250.25
MSTRG.3424	transcript10479	39.00	20.00	48.00	30.00	24.00	48.00
MSTRG.3425	transcript10480,transcript10481	47.00	45.00	55.00	164.00	170.00	253.00
MSTRG.3426	transcript10486	281.00	277.00	376.00	210.00	174.00	219.00
MSTRG.3427	transcript10491,transcript10492	357.00	265.00	383.00	244.00	277.00	336.00
MSTRG.3428	transcript10494	1463.35	1299.02	2301.77	3860.38	4143.72	4715.87
MSTRG.3429	transcript10496	304.65	235.98	567.23	4841.62	5591.28	5832.13
MSTRG.343	transcript1628	89.00	49.00	130.00	140.00	150.00	167.00
MSTRG.3430	transcript10514,transcript10515	645.00	511.00	689.00	759.00	785.00	916.00
MSTRG.3431	transcript10516	813.00	828.00	1162.00	1828.00	1652.00	1915.00
MSTRG.3432	transcript10517	20.00	4.00	6.00	550.00	820.00	736.00
MSTRG.3433	transcript10521	16.00	18.00	26.00	408.00	414.00	466.00
MSTRG.3434	transcript10523	1.00	2.00	2.00	2.00	4.00	2.00
MSTRG.3435	transcript10524	168.00	153.00	187.00	112.00	110.00	114.00
MSTRG.3436	transcript10525,transcript10526	6032.00	4078.00	4756.00	8681.00	8055.00	8954.00
MSTRG.3437	transcript10529	197.00	94.00	140.00	53.00	52.00	46.00
MSTRG.3438	transcript10535	547.00	499.00	314.00	100.00	90.00	77.00
MSTRG.3439	transcript10539	7.64	3.00	8.50	609.97	570.30	238.92
MSTRG.344	transcript1629	1626.00	1226.00	2338.00	3838.00	4003.00	5102.00
MSTRG.3440	transcript10540	7.64	3.00	8.50	609.97	570.30	238.92
MSTRG.3441	transcript10541	20.71	0.00	0.00	772.07	633.41	315.16
MSTRG.3442	transcript10542	490.00	561.00	375.00	516.00	369.00	272.00
MSTRG.3443	transcript10544	583.00	580.00	925.00	491.00	546.00	639.00
MSTRG.3444	transcript10547	412.00	297.00	401.00	778.00	797.00	748.00
MSTRG.3445	transcript10550	18.00	25.00	31.00	7.00	6.00	9.00
MSTRG.3446	transcript10553	976.00	618.00	844.00	73.00	69.00	46.00
MSTRG.3447	transcript10557	2048.00	542.00	1059.00	2183.00	1739.00	1941.00
MSTRG.3448	transcript10560	1060.00	591.00	776.00	107.00	102.00	86.00
MSTRG.3449	transcript10566	14.00	15.00	33.00	16.00	8.00	22.00
MSTRG.345	transcript1630	0.00	0.00	0.00	0.00	0.00	0.00
MSTRG.3450	transcript10567	1721.00	1690.00	2062.00	1515.00	1418.00	1852.00
MSTRG.3451	transcript10578	136.00	164.00	319.00	187.00	159.00	238.00
MSTRG.3452	transcript10579,transcript10580	49.00	34.00	50.00	33.00	38.00	63.00
MSTRG.3453	transcript10583,transcript10584	300.00	213.00	294.00	153.00	99.00	115.00
MSTRG.3455	transcript10588	1691.00	1682.00	1943.00	809.00	727.00	648.00
MSTRG.3456	transcript10589	3336.00	2235.00	2243.00	467.00	412.00	370.00
MSTRG.3457	transcript10590	678.00	692.00	1101.00	1210.00	1903.00	1353.00
MSTRG.3458	transcript10593	1872.00	1608.00	3515.00	1724.00	1612.00	2753.00
MSTRG.3459	transcript10594	295.00	149.00	358.00	493.00	407.00	536.00
MSTRG.346	transcript1631	348.00	239.00	385.00	296.00	241.00	293.00
MSTRG.3460	transcript10595	578.00	209.00	52.00	1378.00	2035.00	1578.00
MSTRG.3461	transcript10598	357.00	138.00	126.00	174.00	195.00	125.00
MSTRG.3462	transcript10599	20.00	29.00	60.00	9.00	3.00	2.00
MSTRG.3463	transcript10600,transcript10601	301.00	122.00	274.00	335.00	216.00	285.00
MSTRG.3464	transcript10602,transcript10603	25773.00	46357.00	26480.00	1744.00	2174.00	926.00
MSTRG.3465	transcript10606	697.00	906.00	1137.00	319.00	256.00	197.00
MSTRG.3466	transcript10607,transcript10608	283.00	181.00	267.00	187.00	179.00	158.00
MSTRG.3467	transcript10613	4.00	5.00	6.00	2.00	3.00	1.00
MSTRG.3468	transcript10620	1543.00	985.00	1568.00	1046.00	985.00	1144.00
MSTRG.3469	transcript10625	119.00	55.00	47.00	631.00	525.00	642.00
MSTRG.347	transcript1634	0.00	0.00	0.00	261.22	397.29	201.00
MSTRG.3470	transcript10627	470.00	352.00	396.00	380.00	318.00	297.00
MSTRG.3471	transcript10632	229.00	34.00	62.00	380.00	174.00	177.00
MSTRG.3472	transcript10638	158.00	169.00	218.00	132.00	151.00	148.00
MSTRG.3473	transcript10639	259.00	256.00	573.00	477.00	433.00	495.00
MSTRG.3474	transcript10641	128.00	116.00	115.00	83.00	67.00	99.00
MSTRG.3475	transcript10643,transcript10644	0.00	1.00	0.00	0.00	0.00	1.00
MSTRG.3477	transcript10649	1.00	0.00	1.00	90.00	86.00	121.00
MSTRG.3478	transcript10654	1091.00	822.00	1151.00	7682.00	6469.00	7694.00
MSTRG.3479	transcript10656	364.00	269.00	316.00	3690.00	2974.00	4272.00
MSTRG.348	transcript1636	110.00	2.00	11.00	5498.78	7399.71	3434.00
MSTRG.3480	transcript10658,transcript10659,transcript10660	6436.88	5672.80	9557.76	4471.53	3473.47	3894.17
MSTRG.3481	transcript10661	28.00	12.00	21.00	8.00	6.00	7.00
MSTRG.3482	transcript10662	0.00	0.00	1.00	0.00	0.00	0.00
MSTRG.3483	transcript10663	10.00	3.00	5.00	1.00	0.00	0.00
MSTRG.3484	transcript10664	4.00	0.00	5.00	0.00	0.00	0.00
MSTRG.3485	transcript10665	1620.00	1438.00	1606.00	267.00	261.00	175.00
MSTRG.3486	transcript10666	4686.00	4999.00	6045.00	2171.00	2067.00	1932.00
MSTRG.3487	transcript10667	0.00	0.00	1.00	0.00	0.00	0.00
MSTRG.3488	transcript10668	8.00	3.00	6.00	0.00	2.00	1.00
MSTRG.3489	transcript10672	424.00	203.00	327.00	772.00	730.00	987.00
MSTRG.349	transcript1638	847.00	757.00	1249.00	582.00	626.00	668.00
MSTRG.3490	transcript10673	8.00	0.00	2.00	249.00	172.00	296.00
MSTRG.3491	transcript10677	214.00	85.00	321.00	1691.00	1533.00	2184.00
MSTRG.3492	transcript10678,transcript10679	286.00	191.00	420.00	1112.00	1183.00	1283.00
MSTRG.3493	transcript10681	12.00	7.00	4.00	90.00	130.00	92.00
MSTRG.3494	transcript10692	1229.00	569.00	881.00	771.00	582.00	685.00
MSTRG.3495	transcript10693	1127.00	853.00	1194.00	834.00	748.00	1053.00
MSTRG.3496	transcript10696	545.00	330.00	632.00	792.00	785.00	704.00
MSTRG.3497	transcript10697	1387.00	1011.00	1262.00	1224.00	1099.00	1290.00
MSTRG.3498	transcript10698	847.00	205.00	852.00	3892.00	3549.00	3468.00
MSTRG.3499	transcript10699,transcript10700	663.00	494.00	842.00	577.00	439.00	532.00
MSTRG.35	transcript260	107.00	153.00	145.00	42.00	39.00	57.00
MSTRG.350	transcript1644	17.00	16.00	21.00	195.00	176.00	171.00
MSTRG.3500	transcript10701	68.00	64.00	105.00	79.00	38.00	52.00
MSTRG.3501	transcript10703,transcript10704	4298.00	4613.00	8972.00	2853.00	3445.00	4171.00
MSTRG.3502	transcript10709	169.00	150.00	192.00	105.00	122.00	178.00
MSTRG.3503	transcript10711	826.00	845.00	801.00	1123.00	1117.00	1213.00
MSTRG.3504	transcript10715	232.00	285.00	251.00	46.00	79.00	319.00
MSTRG.3505	transcript10717	889.00	406.00	747.00	832.00	705.00	780.00
MSTRG.3506	transcript10721	67.00	39.00	63.00	54.00	35.00	34.00
MSTRG.3507	transcript10726	160.00	95.00	90.00	119.00	64.00	67.00
MSTRG.3508	transcript10727	31.00	60.00	72.00	13.00	13.00	18.00
MSTRG.3509	transcript10733	132.00	136.00	203.00	38.00	40.00	36.00
MSTRG.351	transcript1646,transcript1647	511.00	303.00	552.00	2398.00	2757.00	2767.00
MSTRG.3510	transcript10734	13.00	16.00	15.00	3.00	1.00	2.00
MSTRG.3511	transcript10735,transcript10736	242.00	175.00	272.00	71.00	35.00	61.00
MSTRG.3512	transcript10737	3564.00	1669.00	1450.00	209.00	218.00	130.00
MSTRG.3513	transcript10738	938.00	802.00	1293.00	2417.00	2178.00	2262.00
MSTRG.3514	transcript10741	1316.00	1015.00	1242.00	1795.00	1800.00	2227.00
MSTRG.3515	transcript10743	300.00	304.00	459.00	108.00	125.00	127.00
MSTRG.3516	transcript10745	115.00	110.00	172.00	522.00	595.00	500.00
MSTRG.3517	transcript10746	831.00	885.00	1303.00	470.00	341.00	322.00
MSTRG.3518	transcript10750	1075.00	471.00	762.00	1448.84	1144.04	1184.00
MSTRG.3519	transcript10751	2152.00	532.00	810.00	26332.00	26273.00	19438.00
MSTRG.352	transcript1649	70.00	38.00	61.00	32.00	29.00	36.00
MSTRG.3520	transcript10756	26.00	52.00	44.00	3.00	5.00	5.00
MSTRG.3521	transcript10758,transcript10759	1080.00	711.00	1148.00	2065.00	1688.00	2125.00
MSTRG.3522	transcript10764	233.00	167.00	436.00	415.00	325.00	303.00
MSTRG.3523	transcript10774	560.00	480.00	650.00	440.00	313.00	349.00
MSTRG.3524	transcript10777	52.00	62.00	62.00	163.00	152.00	168.00
MSTRG.3525	transcript10780	126.00	98.00	125.00	210.00	194.00	273.00
MSTRG.3526	transcript10802	189.00	151.00	211.00	150.00	115.00	118.00
MSTRG.3527	transcript10805	835.00	822.00	1055.00	97.00	137.00	68.00
MSTRG.3528	transcript10807	1700.00	880.00	1339.00	1219.00	963.00	915.00
MSTRG.3529	transcript10809	971.00	579.00	767.00	706.00	562.00	404.00
MSTRG.353	transcript1650,transcript1651	1504.00	1474.00	2281.00	1718.00	1425.00	2170.00
MSTRG.3530	transcript10813	284.00	241.00	455.00	239.00	177.00	156.00
MSTRG.3531	transcript10814	59.00	50.00	78.00	36.00	44.00	49.00
MSTRG.3532	transcript10815	321.00	352.00	532.00	182.00	137.00	213.00
MSTRG.3533	transcript10820	27.00	15.00	39.00	146.00	180.00	170.00
MSTRG.3534	transcript10821	0.00	2.00	4.00	16.00	16.00	17.00
MSTRG.3535	transcript10822	481.00	253.00	353.00	157.00	159.00	140.00
MSTRG.3536	transcript10825	0.00	1.00	0.00	37.00	76.00	49.00
MSTRG.3537	transcript10837,transcript10838,transcript10839	1716.00	1500.00	2315.00	1392.00	1333.00	1555.00
MSTRG.3538	transcript10841,transcript10842	3141.00	2245.00	3288.00	6233.00	6035.00	6769.00
MSTRG.3539	transcript10843	292.00	189.00	303.00	274.00	236.00	213.00
MSTRG.354	transcript1652	413.00	193.00	287.00	329.00	262.00	254.00
MSTRG.3540	transcript10848	89.00	72.00	123.00	30.00	24.00	52.00
MSTRG.3541	transcript10849	101.00	79.00	96.00	42.00	46.00	35.00
MSTRG.3542	transcript10850	57911.00	64808.00	53890.00	7589.00	7211.00	4607.00
MSTRG.3543	transcript10855,transcript10856	224.00	200.00	293.00	115.00	84.00	119.00
MSTRG.3544	transcript10860,transcript10861	1276.00	1067.00	1948.00	1804.00	1872.00	2447.00
MSTRG.3545	transcript10865	2113.00	1785.00	3144.00	2151.00	1704.00	2262.00
MSTRG.3546	transcript10867	318.00	170.00	143.00	16.00	12.00	9.00
MSTRG.3547	transcript10868,transcript10869	475.00	338.00	478.00	83.00	68.00	115.00
MSTRG.3548	transcript10870	204.00	194.00	114.00	201.00	154.00	132.00
MSTRG.3549	transcript10871	3.00	2.00	1.00	18.00	19.00	20.00
MSTRG.355	transcript1654	268.00	103.00	191.00	215.00	153.00	155.00
MSTRG.3550	transcript10875	347.00	351.00	590.00	388.00	329.00	446.00
MSTRG.3551	transcript10881	202.00	167.00	227.00	114.00	107.00	119.00
MSTRG.3552	transcript10882,transcript10883	2118.00	956.00	1103.00	144.00	126.00	110.00
MSTRG.3553	transcript10885	59629.00	15830.00	7478.00	8540.00	8082.00	5773.00
MSTRG.3554	transcript10887	2904.00	2619.00	3057.00	442.00	321.00	374.00
MSTRG.3555	transcript10893	617.00	479.00	674.00	697.00	619.00	783.00
MSTRG.3556	transcript10895	125.00	141.00	272.00	57.00	56.00	64.00
MSTRG.3557	transcript10901	60.00	72.00	79.00	155.00	139.00	154.00
MSTRG.3558	transcript10911	1306.00	1046.00	1465.00	1164.00	1090.00	1375.00
MSTRG.3559	transcript10912,transcript10913	675.00	553.00	772.00	591.00	560.00	679.00
MSTRG.356	transcript1655	12.00	27.00	79.00	4.00	5.00	11.00
MSTRG.3560	transcript10917	1326.00	1111.00	1651.00	798.00	660.00	1042.00
MSTRG.3561	transcript10918	266.00	217.00	314.00	69.00	79.00	86.00
MSTRG.3562	transcript10922,transcript10923	666.00	663.00	836.00	633.00	537.00	675.00
MSTRG.3563	transcript10928	737.00	652.00	984.00	2102.00	1993.00	2492.00
MSTRG.3564	transcript10929	889.00	465.00	872.00	609.00	443.00	518.00
MSTRG.3565	transcript10932	411.00	267.00	441.00	2046.00	1634.00	2064.00
MSTRG.3566	transcript10939	12.00	49.00	40.00	0.00	1.00	1.00
MSTRG.3567	transcript10941	4.00	17.00	27.00	8.00	8.00	8.00
MSTRG.3568	transcript10943	131.00	167.00	288.00	345.00	316.00	314.00
MSTRG.3569	transcript10947	114.00	84.00	87.00	30.00	26.00	46.00
MSTRG.357	transcript1657	135.00	13.00	12.00	16.00	19.00	2.00
MSTRG.3570	transcript10948	0.00	12.00	16.00	14.00	15.00	0.00
MSTRG.3571	transcript10949	638.00	611.00	812.00	378.00	312.00	396.00
MSTRG.3572	transcript10952	1130.00	942.00	1800.00	1260.00	1095.00	1365.00
MSTRG.3573	transcript10955	50.00	64.00	4.00	0.00	4.00	0.00
MSTRG.3574	transcript10956	97.00	173.00	97.00	109.00	65.00	104.00
MSTRG.3575	transcript10957	2.00	2.00	0.00	0.00	0.00	0.00
MSTRG.3576	transcript10965	407.00	304.00	523.00	515.00	497.00	629.00
MSTRG.3577	transcript10967	89.00	50.00	73.00	84.00	50.00	70.31
MSTRG.3578	transcript10969	53.00	30.00	44.00	17.00	10.00	8.00
MSTRG.3579	transcript10972	2436.00	1291.00	1722.00	379.00	307.00	216.00
MSTRG.358	transcript1661	18.00	2.00	10.00	1844.00	2659.00	1015.00
MSTRG.3580	transcript10974	246.00	201.00	321.00	367.00	328.00	438.00
MSTRG.3581	transcript10982	2244.00	1702.00	2411.00	1490.00	1176.00	1558.00
MSTRG.3582	transcript10983	0.00	0.00	6.00	1.00	3.00	2.00
MSTRG.3583	transcript10984	283.00	273.18	511.17	241.00	171.10	211.07
MSTRG.3584	transcript10989,transcript10990	1001.00	1275.00	1768.00	696.00	469.00	546.00
MSTRG.3585	transcript10991,transcript10992	306.00	216.00	219.00	95.00	86.00	92.00
MSTRG.3586	transcript10996	12261.00	8037.00	14131.00	7153.00	6755.00	7585.00
MSTRG.3587	transcript11000,transcript11001	855.00	578.00	1028.00	637.00	611.00	720.00
MSTRG.3588	transcript11003	864.00	645.00	778.00	518.00	471.00	514.00
MSTRG.3589	transcript11010	212.00	224.00	239.00	177.00	146.00	171.00
MSTRG.359	transcript1662	4.00	3.00	1.00	12214.00	12465.00	10115.00
MSTRG.3590	transcript11011	557.00	425.00	649.00	249.00	209.00	241.00
MSTRG.3591	transcript11018	870.00	524.00	798.00	996.00	898.00	1054.00
MSTRG.3592	transcript11023	6.00	6.00	11.00	67.00	60.00	49.00
MSTRG.3593	transcript11025	968.00	1084.00	1576.00	568.00	480.00	609.00
MSTRG.3594	transcript11026	1471.00	1196.00	1979.00	2704.00	2437.00	2732.00
MSTRG.3595	transcript11028	61.00	53.00	84.00	41.00	14.00	32.00
MSTRG.3596	transcript11030	228.00	170.00	244.00	194.00	157.00	195.00
MSTRG.3597	transcript11031	17.00	7.00	9.00	11.00	11.00	10.00
MSTRG.3598	transcript11032	860.00	710.00	1232.00	1026.00	775.00	1085.00
MSTRG.3599	transcript11037	997.00	791.00	1390.00	914.00	888.00	1163.00
MSTRG.36	transcript266	217.00	194.00	280.00	170.00	201.00	234.00
MSTRG.360	transcript1664	13.00	5.00	16.00	5.00	8.00	10.00
MSTRG.3600	transcript11040,transcript11041	585.00	513.00	791.00	1282.00	1148.00	1449.00
MSTRG.3601	transcript11043	3553.00	2405.00	3928.00	7281.00	6542.00	7722.00
MSTRG.3602	transcript11046	246.00	178.00	242.00	136.00	115.00	182.00
MSTRG.3603	transcript11051	1179.00	796.00	1159.00	1609.00	1664.00	1838.00
MSTRG.3604	transcript11052	154.00	187.00	193.00	13.00	13.00	7.00
